id,y_true,y_pred,absolute_error
1669194493.247053,59.0,134.18536033536822,75.18536033536822
1669194503.268909,275.0,218.13861770833944,56.86138229166056
1669194513.292616,197.0,194.39235775717015,2.6076422428298542
1669194523.306746,253.0,122.05953122619385,130.94046877380615
1669194533.323291,49.0,98.58167682957607,49.58167682957607
1669194543.338227,162.0,125.04342485444745,36.95657514555255
1669194553.357075,84.0,92.86437134294496,8.864371342944963
1669194563.368815,265.0,165.79595853246482,99.20404146753518
1669194573.380975,303.0,263.2698054419086,39.7301945580914
1669194583.400091,122.0,169.70306360529418,47.703063605294176
1669194593.408573,178.0,121.99979950821111,56.00020049178889
1669194603.426883,249.0,210.08705555805898,38.91294444194102
1669194613.442368,150.0,148.98348937882523,1.016510621174774
1669194623.459071,144.0,180.67619968898725,36.67619968898725
1669194633.474839,118.0,155.51050404974444,37.51050404974444
1669194770.278702,142.0,138.95794611461957,3.042053885380426
1669194780.294737,210.0,151.99864316366757,58.001356836332434
1669194790.313326,232.0,230.14173331652196,1.8582666834780355
1674451638.943296,95.0,146.27173897170897,51.27173897170897
1674451648.959764,115.0,138.35423107449964,23.354231074499637
1674451658.510808,132.0,121.22650413525088,10.773495864749123
1674451668.530557,131.0,197.04595872817097,66.04595872817097
1674451678.546689,45.0,34.891630978604084,10.108369021395916
1674451688.571191,310.0,258.030719810275,51.969280189725
1674451698.589495,280.0,235.4717536036769,44.52824639632311
1674451708.611115,248.0,203.7505820486254,44.249417951374596
1674451718.634675,232.0,189.19499969251876,42.80500030748124
1674451728.655226,87.0,112.82246612771675,25.82246612771675
1674451738.675309,268.0,210.87358259572397,57.126417404276026
1674451748.697897,201.0,91.37235292749102,109.62764707250898
1674451758.723874,47.0,46.59573859486116,0.4042614051388398
1674451768.746898,48.0,52.609223221094894,4.609223221094894
1674451778.768297,53.0,116.22357073469361,63.22357073469361
1674451788.787083,101.0,186.3924514990171,85.39245149901711
1674451798.813506,103.0,141.6961149420415,38.696114942041504
1674451808.839133,185.0,164.6765966263598,20.32340337364019
1674451818.865396,136.0,150.4996403640423,14.499640364042307
1674451828.891097,230.0,139.54441925319114,90.45558074680886
1674451838.916278,60.0,133.8553499988637,73.85534999886369
1674451848.933789,185.0,158.36452405128574,26.63547594871426
1674451858.955581,121.0,169.2311988217084,48.231198821708404
1674451868.976265,143.0,174.7517001077043,31.751700107704295
1674451878.999382,126.0,178.36563218463417,52.365632184634165
1674451889.016748,189.0,204.06083656673704,15.060836566737038
1674451899.031345,90.0,52.54173475311546,37.45826524688454
1674451909.049534,58.0,165.09471401739233,107.09471401739233
1674451919.068442,65.0,126.01950348470086,61.01950348470086
1674451929.089183,139.0,125.30004147454359,13.69995852545641
1674451939.115827,150.0,148.98348937882523,1.016510621174774
1674451949.13731,42.0,80.54657032878033,38.546570328780334
1674451959.161153,151.0,206.11637746200643,55.116377462006426
1674451969.179143,190.0,142.60327729012226,47.396722709877736
1674451979.201141,346.0,268.4529317304527,77.54706826954731
1674451989.226969,220.0,198.3657597782563,21.63424022174371
1674451999.251053,138.0,73.89130778563505,64.10869221436495
1674452009.273874,135.0,103.56520878091511,31.434791219084886
1674452019.294585,336.0,254.9226747897597,81.0773252102403
1674452029.316796,295.0,221.77392889122234,73.22607110877766
1674452039.338097,121.0,169.2311988217084,48.231198821708404
1674452049.358785,43.0,61.91745607289509,18.917456072895092
1674452059.371348,87.0,89.95910251657962,2.9591025165796196
1674452069.396688,90.0,143.05621637777142,53.05621637777142
1674452079.420724,178.0,163.36792373220544,14.63207626779456
1674452089.442079,252.0,166.8224015018536,85.17759849814641
1674452099.472791,144.0,155.66997186693214,11.669971866932144
1674452109.502503,85.0,179.09310043820554,94.09310043820554
1674452119.523344,108.0,105.2050782794165,2.7949217205835026
1674452129.548811,146.0,140.1617444142707,5.838255585729314
1674452139.570771,73.0,152.38094687603638,79.38094687603638
1674452149.591212,48.0,52.609223221094894,4.609223221094894
1674452159.613096,186.0,199.01864200988092,13.01864200988092
1674452169.640092,63.0,58.62119358326706,4.378806416732942
1674452179.663452,65.0,99.7376248784888,34.7376248784888
1674452189.685496,202.0,147.72007505052477,54.27992494947523
1674452199.712607,202.0,147.72007505052477,54.27992494947523
1674452209.732167,341.0,261.5033009537206,79.49669904627939
1674452219.806405,208.0,230.2619844126803,22.261984412680306
1674452229.823749,258.0,170.67285698732016,87.32714301267984
1674452239.841888,72.0,60.943507786527164,11.056492213472836
1674452249.863975,275.0,251.35787504309374,23.642124956906258
1674452259.880867,219.0,140.022576097366,78.977423902634
1674452269.900665,75.0,73.14153913173813,1.8584608682618722
1674452279.921649,39.0,58.4686736724457,19.468673672445703
1674452289.945494,111.0,124.51667354531327,13.516673545313267
1674452299.965852,164.0,187.166789277737,23.166789277736996
1674452309.988534,292.0,200.65977198521878,91.34022801478122
1674452320.010261,78.0,120.6655623118198,42.6655623118198
1674452330.032159,258.0,234.58534354544747,23.414656454552528
1674452340.050735,252.0,240.84721173414746,11.152788265852536
1674452350.071366,109.0,203.86912259612146,94.86912259612146
1674452360.088336,90.0,177.2721604731096,87.27216047310961
1674452370.108037,118.0,155.51050404974444,37.51050404974444
1674452380.139434,58.0,165.09471401739233,107.09471401739233
1674452390.163218,272.0,239.46228792160946,32.53771207839054
1674452400.189469,64.0,116.58158338760444,52.58158338760444
1674452410.21397,84.0,92.86437134294496,8.864371342944963
1674452420.236316,45.0,34.891630978604084,10.108369021395916
1674452430.254315,131.0,129.05329822369725,1.9467017763027457
1674452440.278702,221.0,202.4957582368978,18.504241763102186
1674452450.299423,235.0,169.59506426542373,65.40493573457627
1674452460.318233,61.0,145.627557515996,84.62755751599599
1674452470.342541,147.0,174.89153227991525,27.891532279915253
1674452480.364063,61.0,145.627557515996,84.62755751599599
1674452490.387064,206.0,166.91487055437787,39.08512944562213
1674452500.408295,317.0,230.559465946703,86.440534053297
1674452510.430438,272.0,192.32195136984916,79.67804863015084
1674452520.452213,275.0,234.90789953342886,40.09210046657114
1674452530.469475,248.0,203.7505820486254,44.249417951374596
1674452540.491328,262.0,179.7516611004495,82.2483388995505
1674452550.511276,124.0,135.67845383135568,11.678453831355682
1674452560.531128,73.0,152.38094687603638,79.38094687603638
1674452570.549717,172.0,148.49368341882766,23.506316581172342
1674452580.575918,48.0,73.91027256015678,25.910272560156784
